"Abstinence","Positive","Negative","Urge","Motivation"
1.35426245748775,0.228956455445522,0.980955208800332,3.91840986725409,7.771181980635
2.76248548693567,1.22907402577762,0.289459817086568,1.01056681896596,-4.30688322293526
1.93874147510248,0.760727016761725,-0.0288597780499129,2.96860376532115,27.9493052788298
3.54163826257398,1.83408275665436,1.3802193219236,2.30460951792392,30.6169952008516
1.37722640654125,2.84834327739353,0.482882570719041,3.9461325837432,31.9262509420797
0.153797148767847,2.77913042226748,-0.435720681081213,1.94930655826477,59.4318360464768
0.236631158017973,2.47821249239462,0.648715396778157,2.37429288878178,-26.3994024147871
2.3692023152131,1.83126437411887,1.53887521533516,2.53732294229902,-6.42890885344271
3.37893024045229,1.65716627348298,2.12702226988073,4.0817985496254,67.401621215831
-0.711212220600751,2.83053443819292,-0.00141770902908989,1.53417224518681,-23.4723719687526
2.91796163593022,1.25826657484583,1.38567525193327,4.45752794109422,25.8297508648053
1.14228541236218,1.65664846218923,0.687161277651852,3.14133026326545,10.4138494572631
3.20954727324858,2.38641607323953,2.17504640083631,3.03295769793101,53.0109179901949
0.928143806175228,3.98671228570628,0.767552074170227,2.59132358201303,-18.1939860223969
2.82965025483689,0.872282059055671,1.43029530241906,6.96597418644639,43.9910195341021
2.1343963628922,2.21404867727007,1.58968692398697,2.66762512222376,30.2144422132171
1.92854523242442,2.04415956504422,-0.35783858744478,3.8101055042933,-23.3489708258786
1.71750224357051,1.04327455162737,0.561525936506574,1.33884657632075,-16.758044016016
2.20086994397527,2.10967926413255,1.88188195579248,4.07002895269024,18.9548815899483
3.40309062274493,0.562051782984919,2.24753238545933,5.03898204314071,57.9716480165131
0.870635918392841,2.12539072375052,0.368880561711536,0.834297611536508,44.452453899261
0.477925175745821,1.73684097495186,1.251636228449,2.94062857650586,57.4803313242133
0.869861435016987,0.384840815081212,0.398345258451223,2.12171513712801,-0.850249427589223
2.07657583225309,2.41202845257958,1.0303330902554,3.8759181100897,-11.0980244538083
2.69244565638418,0.374135323770497,1.94664236287006,2.55106472054813,22.5509345606282
1.98718272479672,2.19100452470237,1.13433631522265,3.70965622556242,13.9972222812214
3.48840639530043,1.29961078888193,2.38218754008747,4.85838472412432,50.0932352536266
1.88474851940342,0.853949253279101,0.837485879960271,3.6978012841031,38.8389786428314
3.01260028560796,1.58374442217119,0.421163883379217,4.09067231660356,36.2160335071215
