"age","gender","organization_tenure","position_tenure","neg_affect","pos_affect","OCB","optimism","satisfaction","job"
"34.4777242431142","Female","5.76184161375041","5.02955416269763","2.06250624436711","3.05460898462903","2.76638317378134","1.90049916179648","2.59655993186456","Municipal Agency"
"29.4428088480269","Female","2.94900410226587","0.436396034159191","-0.140785319898723","2.83608847502717","2.42658208805566","3.56236370519929","3.01718716442931","Municipal Agency"
"45.7461894286137","Male","-3.95474573724763","1.59726995120629","1.95340662962529","3.98632019911436","4.7572180741798","4.26378091921009","3.3910285846838","Municipal Agency"
"33.7358826294776","Male","0.165149557403418","2.95268975972277","1.48323488198853","3.8100933344128","3.66194738962575","3.03961964471932","3.29009608829348","Municipal Agency"
"45.2943730530882","Male","-0.132845760019477","4.48960455925427","1.1755298005367","3.06352964715932","3.03434908566902","3.39201268947884","3.1710803474098","Municipal Agency"
"40.5062715600523","Female","9.54608415331125","6.13055419561686","1.58070848127996","3.02892308095472","3.54975165854198","3.85081595950017","3.36853714900117","Municipal Agency"
"40.1931463734209","Female","1.24814972744105","-2.59918471225465","1.70965538663446","4.3030929986927","3.41806561280465","4.06458214700449","3.53019369311474","Municipal Agency"
"54.9048949452778","Male","11.190084768279","2.63343022185063","2.08722270828566","4.70459347743715","4.6432937848662","2.8780205018662","3.16990113801946","Municipal Agency"
"8.2748811086733","Male","-0.625148922529534","4.29395785237087","0.994082414405588","4.0385221097771","3.32004278492988","2.8649507886907","3.26902734975163","Municipal Agency"
"22.7598046096211","Female","4.09359369476487","-0.777648857459448","2.25714845086568","4.24291028695108","4.21143304172218","2.89346070295724","3.2064362951395","Municipal Agency"
"33.4563304268503","Female","-6.98110971628854","-6.82809824175291","1.501433064153","3.88060422648046","3.8730407908714","2.94018430797243","3.28342423151244","Municipal Agency"
"55.7301539078382","Female","4.21457986304203","1.6109659074886","0.6100895363258","3.95322978304046","4.00557827141649","4.07156527327656","3.65819644831161","Municipal Agency"
"46.207306204102","Female","9.06301826929433","5.15993312600227","1.56838045385968","3.29254066977148","2.8708086729391","2.99662093682723","2.99128543412707","Municipal Agency"
